Date,Open,High,Low,Close,Adj Close,Volume
2019-03-25,278.869995,282.839996,277.640015,282.480011,265.444733,364351100
2019-04-01,284.700012,288.630005,284.399994,288.570007,271.167450,293550700
2019-04-08,288.100006,290.470001,286.700012,290.160004,272.661560,297131000
2019-04-15,290.239990,291.429993,288.660004,290.019989,272.529999,228726700
2019-04-22,289.170013,293.489990,289.070007,293.410004,275.715576,251486900
2019-04-29,293.510010,294.950012,289.519989,294.029999,276.298157,331555200
2019-05-06,289.250000,293.309998,282.299988,288.100006,270.725800,559396700
2019-05-13,282.420013,289.209991,279.929993,285.839996,268.602020,455352700
2019-05-20,284.059998,286.929993,280.570007,282.779999,265.726532,313209100
2019-05-27,283.089996,284.149994,275.239990,275.269989,258.669434,324388900
2019-06-03,275.309998,288.850006,273.089996,287.649994,270.302948,388532200
2019-06-10,289.369995,291.399994,287.820007,289.260010,271.815826,267806600
2019-06-17,289.519989,296.309998,289.179993,294.000000,276.270020,403194400
2019-06-24,294.230011,294.579987,290.350006,293.000000,276.669434,280902400
2019-07-01,296.679993,298.820007,294.329987,298.459991,281.825073,232786300
2019-07-08,297.010010,300.730011,295.480011,300.649994,283.893036,236543700
2019-07-15,301.130005,301.130005,296.700012,297.170013,280.607056,216657600
2019-07-22,297.609985,302.230011,297.040009,302.010010,285.177277,235894000
2019-07-29,301.880005,302.010010,290.899994,292.619995,276.310516,447617000
2019-08-05,288.089996,293.619995,281.720001,291.619995,275.366333,621473300
2019-08-12,289.959991,294.149994,282.390015,288.850006,272.750702,478024400
2019-08-19,292.190002,293.929993,283.470001,284.850006,268.973694,355520800
2019-08-26,287.269989,294.239990,285.250000,292.450012,276.150085,319590000
2019-09-02,290.570007,298.829987,289.269989,298.049988,281.437897,248831100
2019-09-09,299.140015,302.459991,295.970001,301.089996,284.308502,313042000
2019-09-16,299.839996,302.630005,297.410004,298.279999,281.655060,339168000
2019-09-23,297.549988,299.839996,293.690002,295.399994,280.223785,351126500
2019-09-30,295.970001,298.459991,284.820007,294.350006,279.227753,412814300
2019-10-07,293.470001,298.739990,288.489990,296.279999,281.058563,371694700
2019-10-14,295.929993,300.239990,295.570007,297.970001,282.661743,246118100
2019-10-21,299.420013,302.200012,298.500000,301.600006,286.105225,202654000
2019-10-28,302.940002,306.190002,301.730011,306.140015,290.412018,276271100
2019-11-04,307.850006,309.649994,306.059998,308.940002,293.068146,253331600
2019-11-11,307.420013,311.839996,307.269989,311.790009,295.771759,249443100
2019-11-18,311.529999,312.690002,309.059998,310.959991,294.984344,295953800
2019-11-25,311.980011,315.480011,311.980011,314.309998,298.162292,167253500
2019-12-02,314.589996,315.309998,307.130005,314.869995,298.693481,288425500
2019-12-09,314.440002,318.670013,312.809998,317.320007,301.017609,318810900
2019-12-16,319.220001,321.970001,317.250000,320.730011,304.252502,424433000
2019-12-23,321.589996,323.799988,320.899994,322.859985,307.778778,146700000
2019-12-30,322.950012,324.890015,320.149994,322.410004,307.349854,243667300
2020-01-06,320.489990,327.459991,320.359985,325.709991,310.495697,265948900
2020-01-13,326.390015,332.179993,325.920013,331.950012,316.444183,331872500
2020-01-20,330.899994,332.950012,327.359985,328.769989,313.412750,266198700
2020-01-27,323.029999,328.630005,320.730011,321.730011,306.701569,391122800
2020-02-03,323.350006,334.190002,323.220001,332.200012,316.682556,312106400
2020-02-10,331.230011,338.119995,331.190002,337.600006,321.830292,260011300
2020-02-17,336.510010,339.079987,332.579987,333.480011,317.902802,293992500
2020-02-24,323.140015,333.559998,285.540009,296.260010,282.421326,1244104700
2020-03-02,298.209991,313.839996,290.230011,297.459991,283.565247,1130490100
2020-03-09,275.299988,288.519989,247.679993,269.320007,256.739685,1562964500
2020-03-16,241.179993,256.899994,228.020004,228.800003,218.112457,1523388400
2020-03-23,228.190002,262.799988,218.259995,253.419998,243.003006,1342924000
2020-03-30,255.699997,263.329987,243.899994,248.190002,237.987991,869026800
2020-04-06,257.839996,281.200012,248.169998,278.200012,266.764404,733262100
2020-04-13,277.140015,287.299988,271.410004,286.640015,274.857483,649240600
2020-04-20,282.609985,286.790009,272.019989,282.970001,271.338318,509219500
2020-04-27,285.119995,294.880005,281.519989,282.790009,271.165741,549993900
2020-05-04,280.739990,292.950012,279.130005,292.440002,280.419037,385778500
2020-05-11,290.339996,294.239990,272.989990,286.279999,274.512299,553230300
2020-05-18,293.049988,297.869995,291.950012,295.440002,283.295715,443006900
2020-05-25,301.929993,306.839996,295.459991,304.320007,291.810760,403264800
2020-06-01,303.619995,321.269989,303.059998,319.339996,306.213318,448912200
2020-06-08,320.220001,323.410004,298.600006,304.209991,291.705231,650043700
2020-06-15,298.019989,315.640015,296.739990,308.640015,295.953125,573187400
2020-06-22,307.989990,314.500000,299.420013,300.049988,288.982330,493363100
2020-06-29,301.410004,315.700012,298.929993,312.230011,300.713074,334908800
2020-07-06,316.369995,317.880005,310.679993,317.589996,305.875397,340167000
2020-07-13,320.130005,323.040009,312.000000,321.720001,309.853088,401248400
2020-07-20,321.429993,327.230011,319.250000,320.880005,309.044067,320898500
2020-07-27,321.630005,326.630005,319.640015,326.519989,314.475983,301090700
2020-08-03,328.320007,334.880005,327.730011,334.570007,322.229065,238681200
2020-08-10,335.059998,338.279999,332.010010,336.839996,324.415344,256734100
2020-08-17,337.940002,339.720001,335.220001,339.480011,326.957977,239583500
2020-08-24,342.119995,350.720001,339.450012,350.579987,337.648499,244465300
2020-08-31,350.350006,358.750000,334.869995,342.570007,329.933990,477715300
2020-09-07,336.709991,342.640015,331.000000,334.059998,321.737885,381177300
2020-09-14,337.489990,343.059998,327.970001,330.649994,318.453613,398023800
2020-09-21,325.700012,331.200012,319.799988,328.730011,317.871887,403925800
2020-09-28,333.220001,338.739990,331.190002,333.839996,322.813080,398099500
2020-10-05,336.059998,347.350006,334.380005,346.850006,335.393311,297612700
2020-10-12,349.589996,354.019989,343.130005,347.290009,335.818787,361231500
2020-10-19,348.649994,349.329987,340.649994,345.779999,334.358673,296595700
2020-10-26,342.130005,342.980011,322.600006,326.540009,315.754211,495446400
2020-11-02,330.200012,352.190002,327.239990,350.160004,338.593964,463334900
2020-11-09,363.970001,364.380005,350.510010,358.100006,346.271729,446943600
2020-11-16,360.980011,362.779999,354.149994,355.329987,343.593262,341601600
2020-11-23,357.279999,364.179993,354.869995,363.670013,351.657776,199491500
2020-11-30,362.829987,369.850006,359.170013,369.850006,357.633636,317663000
2020-12-07,369.019989,371.049988,363.260010,366.299988,354.200897,280935500
2020-12-14,368.640015,372.459991,364.470001,369.179993,356.985748,392163800
2020-12-21,364.970001,378.459991,362.029999,369.000000,358.332672,216995000
2020-12-28,371.739990,374.660004,370.829987,373.880005,363.071625,220656900
2021-01-04,375.309998,381.489990,364.820007,381.260010,370.238220,425078700
2021-01-11,377.850006,381.130005,373.700012,375.700012,364.839020,306035100
2021-01-18,378.339996,384.950012,376.750000,382.880005,371.811401,213770000
2021-01-25,383.670013,385.850006,368.269989,370.070007,359.371735,457381600
2021-02-01,373.720001,388.470001,370.380005,387.709991,376.501770,288507800
2021-02-08,389.269989,392.899994,387.500000,392.640015,381.289215,226577300
2021-02-15,393.959991,394.170013,387.739990,390.029999,378.754730,246216800
2021-02-22,387.059998,392.230011,378.230011,380.359985,369.364227,546504300
2021-03-01,385.589996,390.920013,371.880005,383.630005,372.539703,640356900
2021-03-08,384.660004,395.649994,381.420013,394.059998,382.668182,497580800
2021-03-15,394.329987,398.119995,387.149994,389.480011,378.220642,474082600
2021-03-22,390.029999,396.410004,383.899994,395.980011,385.792114,492591500
2021-03-29,394.399994,400.670013,392.809998,400.609985,390.302979,396786900
2021-04-05,403.459991,411.670013,403.380005,411.489990,400.903076,328509800
2021-04-12,410.850006,417.910004,410.200012,417.260010,406.524689,317182900
2021-04-19,416.260010,418.250000,410.589996,416.739990,406.018005,397935300
2021-04-26,417.440002,420.720001,416.299988,417.299988,406.563568,318795700
2021-05-03,419.429993,422.820007,411.670013,422.119995,411.259583,371936900
2021-05-10,422.500000,422.739990,404.000000,416.579987,405.862091,522147000
2021-05-17,415.390015,418.200012,405.329987,414.940002,404.264343,386007400
2021-05-24,417.339996,421.250000,417.079987,420.040009,409.233124,267144600
2021-05-31,422.570007,422.920013,416.279999,422.600006,411.727264,217391300
2021-06-07,422.589996,424.630005,420.320007,424.309998,413.393250,243716500
2021-06-14,424.429993,425.459991,414.700012,414.920013,404.244843,383879100
2021-06-21,416.799988,427.089996,415.929993,426.609985,416.993835,283207500
2021-06-28,427.170013,434.100006,425.890015,433.720001,423.943573,265096700
2021-07-05,433.779999,435.839996,427.519989,435.519989,425.702972,306093700
2021-07-12,435.429993,437.920013,430.920013,431.339996,421.617249,300932400
2021-07-19,426.190002,440.299988,421.970001,439.940002,430.023407,423964700
2021-07-26,439.309998,441.799988,435.989990,438.510010,428.625641,279975200
2021-08-02,440.339996,442.940002,436.100006,442.489990,432.515900,249469100
2021-08-09,442.459991,445.940002,441.309998,445.920013,435.868622,206975900
2021-08-16,444.529999,447.109985,436.119995,443.359985,433.366333,420586700
2021-08-23,445.160004,450.649994,443.440002,450.250000,440.101013,269312100
2021-08-30,450.970001,454.049988,450.709991,453.079987,442.867157,246050500
2021-09-06,452.709991,452.809998,445.309998,445.440002,435.399445,255772000
2021-09-13,448.640015,448.920013,441.019989,441.399994,431.450470,436939600
2021-09-20,434.880005,444.890015,428.859985,443.910004,435.294006,499812500
2021-09-27,442.809998,444.049988,427.230011,434.239990,425.811676,543882700
2021-10-04,433.000000,441.679993,426.359985,437.859985,429.361420,479279600
2021-10-11,437.160004,446.260010,431.540009,445.869995,437.215942,345885500
2021-10-18,443.970001,454.670013,443.269989,453.119995,444.325195,258932100
2021-10-25,454.279999,459.559998,452.390015,459.250000,450.336243,295327900
2021-11-01,460.299988,470.649994,458.200012,468.529999,459.436066,269089500
2021-11-08,469.700012,470.230011,462.040009,467.269989,458.200562,259299200
2021-11-15,468.640015,470.940002,466.230011,468.890015,459.789154,251637500
2021-11-22,470.890015,473.540009,457.769989,458.970001,450.061707,320496900
2021-11-29,464.070007,466.559998,448.920013,453.420013,444.619415,631737000
2021-12-06,456.130005,470.899994,453.559998,470.739990,461.603241,405133400
2021-12-13,470.190002,472.869995,458.059998,459.869995,450.944183,553968300
2021-12-20,454.480011,472.190002,451.140015,470.600006,463.087189,292271000
2021-12-27,472.059998,479.000000,472.010010,474.959991,467.377563,279152600
2022-01-03,476.299988,479.980011,464.649994,466.089996,458.649170,420356300
2022-01-10,462.700012,473.200012,456.600006,464.720001,457.301056,448334500
2022-01-17,459.739990,459.959991,437.950012,437.980011,430.987976,543717600
2022-01-24,432.029999,444.040009,420.760010,441.950012,434.894592,920508000
2022-01-31,441.239990,458.119995,439.809998,448.700012,441.536804,629246600
2022-02-07,449.510010,457.880005,438.940002,440.459991,433.428345,551393100
2022-02-14,439.920013,448.059998,431.820007,434.230011,427.297791,531254600
2022-02-21,431.890015,437.839996,410.640015,437.750000,430.761597,592717200
2022-02-28,432.029999,441.109985,427.109985,432.170013,425.270691,620607300
2022-03-07,431.549988,432.299988,415.119995,420.070007,413.363861,609269100
2022-03-14,420.890015,444.859985,415.790009,444.519989,437.423523,555925500
2022-03-21,444.339996,452.980011,440.679993,452.690002,446.847015,384264500
2022-03-28,452.059998,462.070007,449.140015,452.920013,447.074005,445526900
2022-04-04,453.130005,457.829987,443.470001,447.570007,441.793091,398083400
2022-04-11,444.109985,445.750000,436.649994,437.790009,432.139313,346074000
2022-04-18,436.809998,450.010010,425.440002,426.040009,420.540985,426937000
2022-04-25,423.670013,429.640015,411.209991,412.000000,406.682159,596614200
2022-05-02,412.070007,429.660004,405.019989,411.339996,406.030701,727288500
2022-05-09,405.100006,406.410004,385.149994,401.720001,396.534882,659709500
2022-05-16,399.980011,408.570007,380.540009,389.630005,384.600952,509269500
2022-05-23,392.829987,415.380005,386.959991,415.260010,409.900116,426273600
2022-05-30,413.549988,417.440002,406.929993,410.540009,405.241028,334006700
2022-06-06,414.779999,416.609985,389.750000,389.799988,384.768738,400315000
2022-06-13,379.850006,383.899994,362.170013,365.859985,361.137726,645270700
2022-06-20,371.890015,390.089996,370.179993,390.079987,386.708405,344213700
2022-06-27,391.049988,393.160004,372.559998,381.239990,377.944824,405582500
2022-07-04,375.880005,390.640015,372.899994,388.670013,385.310608,288787900
2022-07-11,385.850006,386.869995,371.040009,385.130005,381.801208,373575900
2022-07-18,388.380005,400.179993,380.660004,395.089996,391.675079,350654600
2022-07-25,395.750000,413.029999,389.950012,411.989990,408.429016,349890300
2022-08-01,409.149994,415.679993,406.820007,413.470001,409.896240,303725000
2022-08-08,415.250000,427.209991,410.220001,427.100006,423.408447,288667800
2022-08-15,424.769989,431.730011,421.220001,422.140015,418.491333,293940800
2022-08-22,417.049988,419.959991,405.250000,405.309998,401.806763,330007900
2022-08-29,402.200012,405.839996,390.040009,392.239990,388.849731,405425100
2022-09-05,393.130005,407.510010,388.420013,406.600006,403.085632,305130200
2022-09-12,408.779999,411.730011,382.109985,385.559998,382.227478,467945700
2022-09-19,382.260010,389.309998,363.290009,367.950012,366.268097,469119500
2022-09-26,366.410004,372.299988,357.040009,357.179993,355.547302,578341000
2022-10-03,361.079987,379.459991,359.209991,362.790009,361.131683,471548000
2022-10-10,363.959991,370.260010,348.109985,357.630005,355.995270,516508900
2022-10-17,364.010010,375.450012,357.279999,374.290009,372.579132,489399500
2022-10-24,375.890015,389.519989,373.109985,389.019989,387.241760,450644300
2022-10-31,386.440002,390.390015,368.790009,376.350006,374.629700,499634600
2022-11-07,377.709991,399.350006,373.609985,398.510010,396.688416,466719200
2022-11-14,396.660004,402.309998,390.140015,396.029999,394.219727,401025300
2022-11-21,394.640015,402.929993,392.660004,402.329987,400.490936,210479200
2022-11-28,399.089996,410.000000,393.299988,406.910004,405.050018,426430400
2022-12-05,403.950012,404.929993,391.640015,393.279999,391.482300,363295300
2022-12-12,394.109985,410.489990,381.040009,383.269989,381.518066,544770000
2022-12-19,383.470001,387.410004,374.769989,382.910004,382.910004,392450900
2022-12-26,382.790009,384.350006,376.420013,382.429993,382.429993,273495700
2023-01-02,384.369995,386.429993,377.829987,380.820007,380.820007,74850700
