Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,268.959991,273.559998,268.959991,273.420013,251.035934,254230800
2018-01-08,273.309998,278.109985,272.920013,277.920013,255.167603,337325100
2018-01-15,279.350006,280.410004,276.179993,280.410004,257.453735,461462000
2018-01-22,280.170013,286.630005,280.109985,286.579987,263.118622,515553600
2018-01-29,285.929993,286.429993,275.410004,275.450012,252.899765,593556800
2018-02-05,273.450012,275.850006,252.919998,261.500000,240.091812,1347099500
2018-02-12,263.829987,275.320007,261.660004,273.109985,250.751297,617315700
2018-02-19,272.029999,274.720001,269.640015,274.709991,252.220383,388531100
2018-02-26,275.929993,278.920013,264.820007,269.079987,247.051239,623436700
2018-03-05,267.730011,278.869995,267.609985,278.869995,256.039795,444110600
2018-03-12,279.200012,280.410004,274.140015,274.200012,251.752090,453565500
2018-03-19,273.350006,274.399994,257.829987,258.049988,237.873138,579996000
2018-03-26,262.130005,266.769989,258.579987,263.149994,242.574402,529951400
2018-04-02,262.549988,266.640015,254.669998,259.720001,239.412613,692132300
2018-04-09,261.369995,267.540009,259.940002,265.149994,244.418015,454081800
2018-04-16,267.000000,271.299988,265.609985,266.609985,245.763855,363000200
2018-04-23,267.260010,267.980011,260.850006,266.559998,245.717834,407069900
2018-04-30,267.260010,267.890015,259.049988,266.019989,245.220001,470288200
2018-05-07,266.890015,273.149994,265.149994,272.850006,251.515991,314405600
2018-05-14,273.339996,274.079987,270.029999,271.329987,250.114746,316673700
2018-05-21,273.010010,274.250000,270.779999,272.149994,250.870682,308105100
2018-05-28,270.309998,273.940002,267.760010,273.600006,252.207352,350365300
2018-06-04,274.529999,278.279999,274.179993,278.190002,256.438416,304361500
2018-06-11,278.440002,279.480011,275.350006,277.130005,255.461319,407431300
2018-06-18,275.489990,276.720001,273.529999,274.739990,254.395309,330194500
2018-06-25,273.440002,273.869995,268.489990,271.279999,251.191620,485755300
2018-07-02,269.510010,275.839996,269.239990,275.420013,255.025070,229161500
2018-07-09,276.549988,279.929993,276.500000,279.589996,258.886261,287912600
2018-07-16,279.640015,281.179993,278.410004,279.679993,258.969543,288859800
2018-07-23,279.450012,284.369995,279.059998,281.420013,260.580750,328645600
2018-07-30,281.510010,283.660004,279.160004,283.600006,262.599335,303528100
2018-08-06,283.640015,286.010010,282.359985,283.160004,262.191895,237505100
2018-08-13,283.470001,285.559998,280.160004,285.059998,263.951233,348086700
2018-08-20,285.570007,287.670013,285.059998,287.510010,266.219727,258765100
2018-08-27,288.859985,291.739990,288.679993,290.309998,268.812408,292871700
2018-09-03,289.839996,290.209991,286.709991,287.600006,266.303070,269481500
2018-09-10,288.739990,291.269989,286.980011,290.880005,269.340179,266666300
2018-09-17,290.820007,293.940002,289.029999,291.989990,270.368011,385095300
2018-09-24,291.339996,292.239990,289.410004,290.720001,270.410583,306860200
2018-10-01,292.109985,293.209991,286.220001,287.820007,267.713226,391529300
2018-10-08,287.049988,288.859985,270.359985,275.950012,256.672516,834839200
2018-10-15,275.549988,281.149994,274.299988,276.250000,256.951569,605604600
2018-10-22,277.000000,277.359985,262.290009,265.329987,246.794403,746211300
2018-10-29,268.799988,275.230011,259.850006,271.890015,252.896133,668290500
2018-11-05,272.440002,281.220001,271.350006,277.760010,258.355957,392858000
2018-11-12,277.190002,277.459991,267.010010,273.730011,254.607574,584955500
2018-11-19,273.049988,273.380005,263.070007,263.250000,244.859695,357454600
2018-11-26,265.779999,276.279999,265.339996,275.649994,256.393433,463664000
2018-12-03,280.279999,280.399994,262.440002,263.570007,245.157303,646366600
2018-12-10,263.369995,269.000000,258.619995,260.470001,242.273911,584550800
2018-12-17,259.399994,260.649994,239.979996,240.699997,223.884979,1022399200
2018-12-24,239.039993,251.399994,233.759995,247.750000,231.788177,705164500
2018-12-31,249.559998,253.110001,243.669998,252.389999,236.129242,557994100
2019-01-07,252.690002,259.160004,251.690002,258.980011,242.294647,471340300
2019-01-14,256.859985,266.980011,256.410004,266.459991,249.292755,457771900
2019-01-21,264.820007,266.700012,260.660004,265.779999,248.656555,357649000
2019-01-28,263.390015,271.200012,261.790009,270.059998,252.660828,434018300
2019-02-04,270.109985,273.440002,267.829987,270.470001,253.044327,369916300
2019-02-11,271.200012,277.410004,270.029999,277.369995,259.499878,385891900
2019-02-18,276.480011,279.359985,276.350006,279.140015,261.155762,278060900
2019-02-25,280.730011,281.309998,277.480011,280.420013,262.353333,330945200
2019-03-04,281.600006,281.869995,272.420013,274.459991,256.777344,421329900
2019-03-11,275.260010,282.380005,275.230011,281.309998,263.186005,374233000
2019-03-18,281.549988,285.179993,279.179993,279.250000,262.409515,439286800
